"sku","product","handle","price","variant"
"SARA-PT-P-100-NAT","SARA","sara-natural","11330.00","Platinum / Prestige - VS1/F / 1.00 ct"
"SARA-PT-S-100-NAT","SARA","sara-natural","8930.00","Platinum / Signature - SI1/H / 1.00 ct"
"SARA-14YG-P-150-NAT","SARA","sara-natural","20570.00","14K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"SARA-14YG-S-150-NAT","SARA","sara-natural","17640.00","14K Yellow Gold / Signature - SI1/H / 1.50 ct"
"SARA-14WG-P-150-NAT","SARA","sara-natural","19440.00","14K White Gold / Prestige - VS1/F / 1.50 ct"
"SARA-14WG-S-150-NAT","SARA","sara-natural","17640.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"SARA-14RG-P-150-NAT","SARA","sara-natural","20570.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
"SARA-14RG-S-150-NAT","SARA","sara-natural","17640.00","14K Rose Gold / Signature - SI1/H / 1.50 ct"
"SARA-18YG-P-150-NAT","SARA","sara-natural","20900.00","18K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"SARA-18YG-S-150-NAT","SARA","sara-natural","17970.00","18K Yellow Gold / Signature - SI1/H / 1.50 ct"
"SARA-18WG-P-150-NAT","SARA","sara-natural","20900.00","18K White Gold / Prestige - VS1/F / 1.50 ct"
"SARA-18WG-S-150-NAT","SARA","sara-natural","17970.00","18K White Gold / Signature - SI1/H / 1.50 ct"
"SARA-18RG-P-150-NAT","SARA","sara-natural","20900.00","18K Rose Gold / Prestige - VS1/F / 1.50 ct"
"SARA-18RG-S-150-NAT","SARA","sara-natural","17970.00","18K Rose Gold / Signature - SI1/H / 1.50 ct"
"SARA-PT-P-150-NAT","SARA","sara-natural","21250.00","Platinum / Prestige - VS1/F / 1.50 ct"
"SARA-PT-S-150-NAT","SARA","sara-natural","18320.00","Platinum / Signature - SI1/H / 1.50 ct"
"SARA-14YG-P-030-LG","SARA","sara-lab-grown","1410.00","14K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"SARA-14YG-S-030-LG","SARA","sara-lab-grown","1350.00","14K Yellow Gold / Signature - SI1/H / 0.30 ct"
"SARA-14WG-P-030-LG","SARA","sara-lab-grown","1730.00","14K White Gold / Prestige - VS1/F / 0.30 ct"
"SARA-14WG-S-030-LG","SARA","sara-lab-grown","1350.00","14K White Gold / Signature - SI1/H / 0.30 ct"
"SARA-14RG-P-030-LG","SARA","sara-lab-grown","1410.00","14K Rose Gold / Prestige - VS1/F / 0.30 ct"
"SARA-14RG-S-030-LG","SARA","sara-lab-grown","1350.00","14K Rose Gold / Signature - SI1/H / 0.30 ct"
"SARA-18YG-P-030-LG","SARA","sara-lab-grown","1730.00","18K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"SARA-18YG-S-030-LG","SARA","sara-lab-grown","1680.00","18K Yellow Gold / Signature - SI1/H / 0.30 ct"
"SARA-18WG-P-030-LG","SARA","sara-lab-grown","1730.00","18K White Gold / Prestige - VS1/F / 0.30 ct"
"SARA-18WG-S-030-LG","SARA","sara-lab-grown","1680.00","18K White Gold / Signature - SI1/H / 0.30 ct"
"SARA-18RG-P-030-LG","SARA","sara-lab-grown","1730.00","18K Rose Gold / Prestige - VS1/F / 0.30 ct"
"SARA-18RG-S-030-LG","SARA","sara-lab-grown","1680.00","18K Rose Gold / Signature - SI1/H / 0.30 ct"
"SARA-PT-P-030-LG","SARA","sara-lab-grown","2090.00","Platinum / Prestige - VS1/F / 0.30 ct"
"SARA-PT-S-030-LG","SARA","sara-lab-grown","2040.00","Platinum / Signature - SI1/H / 0.30 ct"
"SARA-14YG-P-050-LG","SARA","sara-lab-grown","1690.00","14K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"SARA-14YG-S-050-LG","SARA","sara-lab-grown","1540.00","14K Yellow Gold / Signature - SI1/H / 0.50 ct"
"SARA-14WG-P-050-LG","SARA","sara-lab-grown","1630.00","14K White Gold / Prestige - VS1/F / 0.50 ct"
"SARA-14WG-S-050-LG","SARA","sara-lab-grown","1540.00","14K White Gold / Signature - SI1/H / 0.50 ct"
"SARA-14RG-P-050-LG","SARA","sara-lab-grown","1690.00","14K Rose Gold / Prestige - VS1/F / 0.50 ct"
"SARA-14RG-S-050-LG","SARA","sara-lab-grown","1540.00","14K Rose Gold / Signature - SI1/H / 0.50 ct"
"SARA-18YG-P-050-LG","SARA","sara-lab-grown","2020.00","18K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"SARA-18YG-S-050-LG","SARA","sara-lab-grown","1870.00","18K Yellow Gold / Signature - SI1/H / 0.50 ct"
"SARA-18WG-P-050-LG","SARA","sara-lab-grown","2020.00","18K White Gold / Prestige - VS1/F / 0.50 ct"
"SARA-18WG-S-050-LG","SARA","sara-lab-grown","1870.00","18K White Gold / Signature - SI1/H / 0.50 ct"
"SARA-18RG-P-050-LG","SARA","sara-lab-grown","2020.00","18K Rose Gold / Prestige - VS1/F / 0.50 ct"
"SARA-18RG-S-050-LG","SARA","sara-lab-grown","1870.00","18K Rose Gold / Signature - SI1/H / 0.50 ct"
"SARA-PT-P-050-LG","SARA","sara-lab-grown","2370.00","Platinum / Prestige - VS1/F / 0.50 ct"
"SARA-PT-S-050-LG","SARA","sara-lab-grown","2230.00","Platinum / Signature - SI1/H / 0.50 ct"
"SARA-14YG-P-075-LG","SARA","sara-lab-grown","2190.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"SARA-14YG-S-075-LG","SARA","sara-lab-grown","1940.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"SARA-14WG-P-075-LG","SARA","sara-lab-grown","1060.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"SARA-14WG-S-075-LG","SARA","sara-lab-grown","1940.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"SARA-14RG-P-075-LG","SARA","sara-lab-grown","2190.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"SARA-14RG-S-075-LG","SARA","sara-lab-grown","1940.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"SARA-18YG-P-075-LG","SARA","sara-lab-grown","2530.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"SARA-18YG-S-075-LG","SARA","sara-lab-grown","2270.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"SARA-18WG-P-075-LG","SARA","sara-lab-grown","2530.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"SARA-18WG-S-075-LG","SARA","sara-lab-grown","2270.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"SARA-18RG-P-075-LG","SARA","sara-lab-grown","2530.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"SARA-18RG-S-075-LG","SARA","sara-lab-grown","2270.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"SARA-PT-P-075-LG","SARA","sara-lab-grown","2880.00","Platinum / Prestige - VS1/F / 0.75 ct"
"SARA-PT-S-075-LG","SARA","sara-lab-grown","2630.00","Platinum / Signature - SI1/H / 0.75 ct"
"SARA-14YG-P-100-LG","SARA","sara-lab-grown","3210.00","14K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"SARA-14YG-S-100-LG","SARA","sara-lab-grown","2730.00","14K Yellow Gold / Signature - SI1/H / 1.00 ct"
"SARA-14WG-P-100-LG","SARA","sara-lab-grown","2080.00","14K White Gold / Prestige - VS1/F / 1.00 ct"
"SARA-14WG-S-100-LG","SARA","sara-lab-grown","2730.00","14K White Gold / Signature - SI1/H / 1.00 ct"
"SARA-14RG-P-100-LG","SARA","sara-lab-grown","3210.00","14K Rose Gold / Prestige - VS1/F / 1.00 ct"
"SARA-14RG-S-100-LG","SARA","sara-lab-grown","2730.00","14K Rose Gold / Signature - SI1/H / 1.00 ct"
"SARA-18YG-P-100-LG","SARA","sara-lab-grown","3540.00","18K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"SARA-18YG-S-100-LG","SARA","sara-lab-grown","3060.00","18K Yellow Gold / Signature - SI1/H / 1.00 ct"
"SARA-18WG-P-100-LG","SARA","sara-lab-grown","3540.00","18K White Gold / Prestige - VS1/F / 1.00 ct"
"SARA-18WG-S-100-LG","SARA","sara-lab-grown","3060.00","18K White Gold / Signature - SI1/H / 1.00 ct"
"SARA-18RG-P-100-LG","SARA","sara-lab-grown","3540.00","18K Rose Gold / Prestige - VS1/F / 1.00 ct"
"SARA-18RG-S-100-LG","SARA","sara-lab-grown","3060.00","18K Rose Gold / Signature - SI1/H / 1.00 ct"
"SARA-PT-P-100-LG","SARA","sara-lab-grown","3900.00","Platinum / Prestige - VS1/F / 1.00 ct"
"SARA-PT-S-100-LG","SARA","sara-lab-grown","3410.00","Platinum / Signature - SI1/H / 1.00 ct"
"SARA-14YG-P-150-LG","SARA","sara-lab-grown","5100.00","14K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"SARA-14YG-S-150-LG","SARA","sara-lab-grown","4180.00","14K Yellow Gold / Signature - SI1/H / 1.50 ct"
"SARA-14WG-P-150-LG","SARA","sara-lab-grown","3970.00","14K White Gold / Prestige - VS1/F / 1.50 ct"
"SARA-14WG-S-150-LG","SARA","sara-lab-grown","4180.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"SARA-14RG-P-150-LG","SARA","sara-lab-grown","5100.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
"SARA-14RG-S-150-LG","SARA","sara-lab-grown","4180.00","14K Rose Gold / Signature - SI1/H / 1.50 ct"
"SARA-18YG-P-150-LG","SARA","sara-lab-grown","5430.00","18K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"SARA-18YG-S-150-LG","SARA","sara-lab-grown","4500.00","18K Yellow Gold / Signature - SI1/H / 1.50 ct"
"SARA-18WG-P-150-LG","SARA","sara-lab-grown","5430.00","18K White Gold / Prestige - VS1/F / 1.50 ct"
"SARA-18WG-S-150-LG","SARA","sara-lab-grown","4500.00","18K White Gold / Signature - SI1/H / 1.50 ct"
"SARA-18RG-P-150-LG","SARA","sara-lab-grown","5430.00","18K Rose Gold / Prestige - VS1/F / 1.50 ct"
"SARA-18RG-S-150-LG","SARA","sara-lab-grown","4500.00","18K Rose Gold / Signature - SI1/H / 1.50 ct"
"SARA-PT-P-150-LG","SARA","sara-lab-grown","5790.00","Platinum / Prestige - VS1/F / 1.50 ct"
"SARA-PT-S-150-LG","SARA","sara-lab-grown","4860.00","Platinum / Signature - SI1/H / 1.50 ct"
"KLARA-14YG-P-030-NAT","KLARA","klara-natural","2800.00","14K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-14YG-S-030-NAT","KLARA","klara-natural","2550.00","14K Yellow Gold / Signature - SI1/H / 0.30 ct"
"KLARA-14WG-P-030-NAT","KLARA","klara-natural","2800.00","14K White Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-14WG-S-030-NAT","KLARA","klara-natural","2550.00","14K White Gold / Signature - SI1/H / 0.30 ct"
"KLARA-14RG-P-030-NAT","KLARA","klara-natural","2800.00","14K Rose Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-14RG-S-030-NAT","KLARA","klara-natural","2550.00","14K Rose Gold / Signature - SI1/H / 0.30 ct"
"KLARA-18YG-P-030-NAT","KLARA","klara-natural","3130.00","18K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-18YG-S-030-NAT","KLARA","klara-natural","2880.00","18K Yellow Gold / Signature - SI1/H / 0.30 ct"
"KLARA-18WG-P-030-NAT","KLARA","klara-natural","3130.00","18K White Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-18WG-S-030-NAT","KLARA","klara-natural","2880.00","18K White Gold / Signature - SI1/H / 0.30 ct"
"KLARA-18RG-P-030-NAT","KLARA","klara-natural","3130.00","18K Rose Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-18RG-S-030-NAT","KLARA","klara-natural","2880.00","18K Rose Gold / Signature - SI1/H / 0.30 ct"
"KLARA-PT-P-030-NAT","KLARA","klara-natural","3500.00","Platinum / Prestige - VS1/F / 0.30 ct"
"KLARA-PT-S-040-NAT","KLARA","klara-natural","3240.00","Platinum / Signature - SI1/H / 0.40 ct"
"KLARA-14YG-P-050-NAT","KLARA","klara-natural","3850.00","14K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-14YG-S-050-NAT","KLARA","klara-natural","3420.00","14K Yellow Gold / Signature - SI1/H / 0.50 ct"
"KLARA-14WG-P-050-NAT","KLARA","klara-natural","3850.00","14K White Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-14WG-S-050-NAT","KLARA","klara-natural","3420.00","14K White Gold / Signature - SI1/H / 0.50 ct"
"KLARA-14RG-P-050-NAT","KLARA","klara-natural","3850.00","14K Rose Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-14RG-S-050-NAT","KLARA","klara-natural","3420.00","14K Rose Gold / Signature - SI1/H / 0.50 ct"
"KLARA-18YG-P-050-NAT","KLARA","klara-natural","4180.00","18K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-18YG-S-050-NAT","KLARA","klara-natural","3760.00","18K Yellow Gold / Signature - SI1/H / 0.50 ct"
"KLARA-18WG-P-050-NAT","KLARA","klara-natural","4180.00","18K White Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-18WG-S-050-NAT","KLARA","klara-natural","3760.00","18K White Gold / Signature - SI1/H / 0.50 ct"
"KLARA-18RG-P-050-NAT","KLARA","klara-natural","4180.00","18K Rose Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-18RG-S-050-NAT","KLARA","klara-natural","3760.00","18K Rose Gold / Signature - SI1/H / 0.50 ct"
"KLARA-PT-P-050-NAT","KLARA","klara-natural","4550.00","Platinum / Prestige - VS1/F / 0.50 ct"
"KLARA-PT-S-050-NAT","KLARA","klara-natural","4130.00","Platinum / Signature - SI1/H / 0.50 ct"
"KLARA-14YG-P-075-NAT","KLARA","klara-natural","6220.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-14YG-S-075-NAT","KLARA","klara-natural","5160.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KLARA-14WG-P-075-NAT","KLARA","klara-natural","6220.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-14WG-S-075-NAT","KLARA","klara-natural","5160.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"KLARA-14RG-P-075-NAT","KLARA","klara-natural","6220.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-14RG-S-075-NAT","KLARA","klara-natural","5160.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"KLARA-18YG-P-075-NAT","KLARA","klara-natural","6540.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-18YG-S-075-NAT","KLARA","klara-natural","5490.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KLARA-18WG-P-075-NAT","KLARA","klara-natural","6540.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-18WG-S-075-NAT","KLARA","klara-natural","5490.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"KLARA-18RG-P-075-NAT","KLARA","klara-natural","6540.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-18RG-S-075-NAT","KLARA","klara-natural","5490.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"KLARA-PT-P-075-NAT","KLARA","klara-natural","6910.00","Platinum / Prestige - VS1/F / 0.75 ct"
"KLARA-PT-S-075-NAT","KLARA","klara-natural","5860.00","Platinum / Signature - SI1/H / 0.75 ct"
"KLARA-14YG-P-100-NAT","KLARA","klara-natural","10460.00","14K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-14YG-S-100-NAT","KLARA","klara-natural","8050.00","14K Yellow Gold / Signature - SI1/H / 1.00 ct"
"KLARA-14WG-P-100-NAT","KLARA","klara-natural","10460.00","14K White Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-14WG-S-100-NAT","KLARA","klara-natural","8050.00","14K White Gold / Signature - SI1/H / 1.00 ct"
"KLARA-14RG-P-100-NAT","KLARA","klara-natural","10460.00","14K Rose Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-14RG-S-100-NAT","KLARA","klara-natural","8050.00","14K Rose Gold / Signature - SI1/H / 1.00 ct"
"KLARA-18YG-P-100-NAT","KLARA","klara-natural","10780.00","18K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-18YG-S-100-NAT","KLARA","klara-natural","8380.00","18K Yellow Gold / Signature - SI1/H / 1.00 ct"
"KLARA-18WG-P-100-NAT","KLARA","klara-natural","10780.00","18K White Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-18WG-S-100-NAT","KLARA","klara-natural","8380.00","18K White Gold / Signature - SI1/H / 1.00 ct"
"KLARA-18RG-P-100-NAT","KLARA","klara-natural","10780.00","18K Rose Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-18RG-S-100-NAT","KLARA","klara-natural","8380.00","18K Rose Gold / Signature - SI1/H / 1.00 ct"
"KLARA-PT-P-100-NAT","KLARA","klara-natural","11150.00","Platinum / Prestige - VS1/F / 1.00 ct"
"KLARA-PT-S-100-NAT","KLARA","klara-natural","8750.00","Platinum / Signature - SI1/H / 1.00 ct"
"KLARA-14YG-P-150-NAT","KLARA","klara-natural","20380.00","14K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-14YG-S-150-NAT","KLARA","klara-natural","17440.00","14K Yellow Gold / Signature - SI1/H / 1.50 ct"
"KLARA-14WG-P-150-NAT","KLARA","klara-natural","20380.00","14K White Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-14WG-S-150-NAT","KLARA","klara-natural","17440.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"KLARA-14RG-P-150-NAT","KLARA","klara-natural","20380.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-14RG-S-150-NAT","KLARA","klara-natural","17440.00","14K Rose Gold / Signature - SI1/H / 1.50 ct"
"KLARA-18YG-P-150-NAT","KLARA","klara-natural","20710.00","18K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-18YG-S-150-NAT","KLARA","klara-natural","17780.00","18K Yellow Gold / Signature - SI1/H / 1.50 ct"
"KLARA-18WG-P-150-NAT","KLARA","klara-natural","20710.00","18K White Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-18WG-S-150-NAT","KLARA","klara-natural","17780.00","18K White Gold / Signature - SI1/H / 1.50 ct"
"KLARA-18RG-P-150-NAT","KLARA","klara-natural","20710.00","18K Rose Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-18RG-S-150-NAT","KLARA","klara-natural","17780.00","18K Rose Gold / Signature - SI1/H / 1.50 ct"
"KLARA-PT-P-150-NAT","KLARA","klara-natural","21070.00","Platinum / Prestige - VS1/F / 1.50 ct"
"KLARA-PT-S-150-NAT","KLARA","klara-natural","18140.00","Platinum / Signature - SI1/H / 1.50 ct"
"KLARA-14YG-P-030-LG","KLARA","klara-lab-grown","1380.00","14K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-14YG-S-030-LG","KLARA","klara-lab-grown","1320.00","14K Yellow Gold / Signature - SI1/H / 0.30 ct"
"KLARA-14WG-P-030-LG","KLARA","klara-lab-grown","1380.00","14K White Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-14WG-S-030-LG","KLARA","klara-lab-grown","1320.00","14K White Gold / Signature - SI1/H / 0.30 ct"
"KLARA-14RG-P-030-LG","KLARA","klara-lab-grown","1380.00","14K Rose Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-14RG-S-030-LG","KLARA","klara-lab-grown","1320.00","14K Rose Gold / Signature - SI1/H / 0.30 ct"
"KLARA-18YG-P-030-LG","KLARA","klara-lab-grown","1710.00","18K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-18YG-S-030-LG","KLARA","klara-lab-grown","1650.00","18K Yellow Gold / Signature - SI1/H / 0.30 ct"
"KLARA-18WG-P-030-LG","KLARA","klara-lab-grown","1710.00","18K White Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-18WG-S-030-LG","KLARA","klara-lab-grown","1650.00","18K White Gold / Signature - SI1/H / 0.30 ct"
"KLARA-18RG-P-030-LG","KLARA","klara-lab-grown","1710.00","18K Rose Gold / Prestige - VS1/F / 0.30 ct"
"KLARA-18RG-S-030-LG","KLARA","klara-lab-grown","1650.00","18K Rose Gold / Signature - SI1/H / 0.30 ct"
"KLARA-PT-P-030-LG","KLARA","klara-lab-grown","2080.00","Platinum / Prestige - VS1/F / 0.30 ct"
"KLARA-PT-S-040-LG","KLARA","klara-lab-grown","2020.00","Platinum / Signature - SI1/H / 0.40 ct"
"KLARA-14YG-P-050-LG","KLARA","klara-lab-grown","1670.00","14K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-14YG-S-050-LG","KLARA","klara-lab-grown","1510.00","14K Yellow Gold / Signature - SI1/H / 0.50 ct"
"KLARA-14WG-P-050-LG","KLARA","klara-lab-grown","1670.00","14K White Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-14WG-S-050-LG","KLARA","klara-lab-grown","1510.00","14K White Gold / Signature - SI1/H / 0.50 ct"
"KLARA-14RG-P-050-LG","KLARA","klara-lab-grown","1670.00","14K Rose Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-14RG-S-050-LG","KLARA","klara-lab-grown","1510.00","14K Rose Gold / Signature - SI1/H / 0.50 ct"
"KLARA-18YG-P-050-LG","KLARA","klara-lab-grown","2000.00","18K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-18YG-S-050-LG","KLARA","klara-lab-grown","1850.00","18K Yellow Gold / Signature - SI1/H / 0.50 ct"
"KLARA-18WG-P-050-LG","KLARA","klara-lab-grown","2000.00","18K White Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-18WG-S-050-LG","KLARA","klara-lab-grown","1850.00","18K White Gold / Signature - SI1/H / 0.50 ct"
"KLARA-18RG-P-050-LG","KLARA","klara-lab-grown","2000.00","18K Rose Gold / Prestige - VS1/F / 0.50 ct"
"KLARA-18RG-S-050-LG","KLARA","klara-lab-grown","1850.00","18K Rose Gold / Signature - SI1/H / 0.50 ct"
"KLARA-PT-P-050-LG","KLARA","klara-lab-grown","2360.00","Platinum / Prestige - VS1/F / 0.50 ct"
"KLARA-PT-S-050-LG","KLARA","klara-lab-grown","2220.00","Platinum / Signature - SI1/H / 0.50 ct"
"KLARA-14YG-P-075-LG","KLARA","klara-lab-grown","2170.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-14YG-S-075-LG","KLARA","klara-lab-grown","1910.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KLARA-14WG-P-075-LG","KLARA","klara-lab-grown","2170.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-14WG-S-075-LG","KLARA","klara-lab-grown","1910.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"KLARA-14RG-P-075-LG","KLARA","klara-lab-grown","2170.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-14RG-S-075-LG","KLARA","klara-lab-grown","1910.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"KLARA-18YG-P-075-LG","KLARA","klara-lab-grown","2500.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-18YG-S-075-LG","KLARA","klara-lab-grown","2240.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KLARA-18WG-P-075-LG","KLARA","klara-lab-grown","2500.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-18WG-S-075-LG","KLARA","klara-lab-grown","2240.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"KLARA-18RG-P-075-LG","KLARA","klara-lab-grown","2500.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KLARA-18RG-S-075-LG","KLARA","klara-lab-grown","2240.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"KLARA-PT-P-075-LG","KLARA","klara-lab-grown","2870.00","Platinum / Prestige - VS1/F / 0.75 ct"
"KLARA-PT-S-075-LG","KLARA","klara-lab-grown","2600.00","Platinum / Signature - SI1/H / 0.75 ct"
"KLARA-14YG-P-100-LG","KLARA","klara-lab-grown","3180.00","14K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-14YG-S-100-LG","KLARA","klara-lab-grown","2700.00","14K Yellow Gold / Signature - SI1/H / 1.00 ct"
"KLARA-14WG-P-100-LG","KLARA","klara-lab-grown","3180.00","14K White Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-14WG-S-100-LG","KLARA","klara-lab-grown","2700.00","14K White Gold / Signature - SI1/H / 1.00 ct"
"KLARA-14RG-P-100-LG","KLARA","klara-lab-grown","3180.00","14K Rose Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-14RG-S-100-LG","KLARA","klara-lab-grown","2700.00","14K Rose Gold / Signature - SI1/H / 1.00 ct"
"KLARA-18YG-P-100-LG","KLARA","klara-lab-grown","3510.00","18K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-18YG-S-100-LG","KLARA","klara-lab-grown","3030.00","18K Yellow Gold / Signature - SI1/H / 1.00 ct"
"KLARA-18WG-P-100-LG","KLARA","klara-lab-grown","3510.00","18K White Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-18WG-S-100-LG","KLARA","klara-lab-grown","3030.00","18K White Gold / Signature - SI1/H / 1.00 ct"
"KLARA-18RG-P-100-LG","KLARA","klara-lab-grown","3510.00","18K Rose Gold / Prestige - VS1/F / 1.00 ct"
"KLARA-18RG-S-100-LG","KLARA","klara-lab-grown","3030.00","18K Rose Gold / Signature - SI1/H / 1.00 ct"
"KLARA-PT-P-100-LG","KLARA","klara-lab-grown","3870.00","Platinum / Prestige - VS1/F / 1.00 ct"
"KLARA-PT-S-100-LG","KLARA","klara-lab-grown","3400.00","Platinum / Signature - SI1/H / 1.00 ct"
"KLARA-14YG-P-150-LG","KLARA","klara-lab-grown","5080.00","14K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-14YG-S-150-LG","KLARA","klara-lab-grown","4150.00","14K Yellow Gold / Signature - SI1/H / 1.50 ct"
"KLARA-14WG-P-150-LG","KLARA","klara-lab-grown","5080.00","14K White Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-14WG-S-150-LG","KLARA","klara-lab-grown","4150.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"KLARA-14RG-P-150-LG","KLARA","klara-lab-grown","5080.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-14RG-S-150-LG","KLARA","klara-lab-grown","4150.00","14K Rose Gold / Signature - SI1/H / 1.50 ct"
"KLARA-18YG-P-150-LG","KLARA","klara-lab-grown","5410.00","18K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-18YG-S-150-LG","KLARA","klara-lab-grown","4470.00","18K Yellow Gold / Signature - SI1/H / 1.50 ct"
"KLARA-18WG-P-150-LG","KLARA","klara-lab-grown","5410.00","18K White Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-18WG-S-150-LG","KLARA","klara-lab-grown","4470.00","18K White Gold / Signature - SI1/H / 1.50 ct"
"KLARA-18RG-P-150-LG","KLARA","klara-lab-grown","5410.00","18K Rose Gold / Prestige - VS1/F / 1.50 ct"
"KLARA-18RG-S-150-LG","KLARA","klara-lab-grown","4470.00","18K Rose Gold / Signature - SI1/H / 1.50 ct"
"KLARA-PT-P-150-LG","KLARA","klara-lab-grown","5780.00","Platinum / Prestige - VS1/F / 1.50 ct"
