"sku","product","handle","price","variant"
"ESTHER-14WG-S-075-NAT","ESTHER","esther-natural","4340.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-14WG-S-100-NAT","ESTHER","esther-natural","7100.00","14K White Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-14WG-S-150-NAT","ESTHER","esther-natural","16040.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-14RG-P-030-NAT","ESTHER","esther-natural","2090.00","14K Rose Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-14RG-P-050-NAT","ESTHER","esther-natural","3090.00","14K Rose Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-14RG-P-075-NAT","ESTHER","esther-natural","5340.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-14RG-P-100-NAT","ESTHER","esther-natural","9390.00","14K Rose Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-14RG-P-150-NAT","ESTHER","esther-natural","18840.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-14RG-S-030-NAT","ESTHER","esther-natural","1860.00","14K Rose Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-14RG-S-050-NAT","ESTHER","esther-natural","2690.00","14K Rose Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-14RG-S-075-NAT","ESTHER","esther-natural","4340.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-14RG-S-100-NAT","ESTHER","esther-natural","7100.00","14K Rose Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-14RG-S-150-NAT","ESTHER","esther-natural","16040.00","14K Rose Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-18YG-P-030-NAT","ESTHER","esther-natural","2220.00","18K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-18YG-P-050-NAT","ESTHER","esther-natural","3220.00","18K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-18YG-P-075-NAT","ESTHER","esther-natural","5470.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-18YG-P-100-NAT","ESTHER","esther-natural","9520.00","18K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-18YG-P-150-NAT","ESTHER","esther-natural","18970.00","18K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-18YG-S-030-NAT","ESTHER","esther-natural","1990.00","18K Yellow Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-18YG-S-050-NAT","ESTHER","esther-natural","2820.00","18K Yellow Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-18YG-S-075-NAT","ESTHER","esther-natural","4470.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-18YG-S-100-NAT","ESTHER","esther-natural","7230.00","18K Yellow Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-18YG-S-150-NAT","ESTHER","esther-natural","16170.00","18K Yellow Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-18WG-P-030-NAT","ESTHER","esther-natural","2220.00","18K White Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-18WG-P-050-NAT","ESTHER","esther-natural","3220.00","18K White Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-18WG-P-075-NAT","ESTHER","esther-natural","5470.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-18WG-P-100-NAT","ESTHER","esther-natural","9520.00","18K White Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-18WG-P-150-NAT","ESTHER","esther-natural","18970.00","18K White Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-18WG-S-030-NAT","ESTHER","esther-natural","1990.00","18K White Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-18WG-S-050-NAT","ESTHER","esther-natural","2820.00","18K White Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-18WG-S-075-NAT","ESTHER","esther-natural","4470.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-18WG-S-100-NAT","ESTHER","esther-natural","7230.00","18K White Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-18WG-S-150-NAT","ESTHER","esther-natural","16170.00","18K White Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-18RG-P-030-NAT","ESTHER","esther-natural","2220.00","18K Rose Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-18RG-P-050-NAT","ESTHER","esther-natural","3220.00","18K Rose Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-18RG-P-075-NAT","ESTHER","esther-natural","5470.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-18RG-P-100-NAT","ESTHER","esther-natural","9520.00","18K Rose Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-18RG-P-150-NAT","ESTHER","esther-natural","18970.00","18K Rose Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-18RG-S-030-NAT","ESTHER","esther-natural","1990.00","18K Rose Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-18RG-S-050-NAT","ESTHER","esther-natural","2820.00","18K Rose Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-18RG-S-075-NAT","ESTHER","esther-natural","4470.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-18RG-S-100-NAT","ESTHER","esther-natural","7230.00","18K Rose Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-18RG-S-150-NAT","ESTHER","esther-natural","16170.00","18K Rose Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-PT-P-030-NAT","ESTHER","esther-natural","2420.00","Platinum / Prestige - VS1/F / 0.30 ct"
"ESTHER-PT-P-050-NAT","ESTHER","esther-natural","3420.00","Platinum / Prestige - VS1/F / 0.50 ct"
"ESTHER-PT-P-075-NAT","ESTHER","esther-natural","5670.00","Platinum / Prestige - VS1/F / 0.75 ct"
"ESTHER-PT-P-100-NAT","ESTHER","esther-natural","9710.00","Platinum / Prestige - VS1/F / 1.00 ct"
"ESTHER-PT-P-150-NAT","ESTHER","esther-natural","19160.00","Platinum / Prestige - VS1/F / 1.50 ct"
"ESTHER-PT-S-030-NAT","ESTHER","esther-natural","2180.00","Platinum / Signature - SI1/H / 0.30 ct"
"ESTHER-PT-S-050-NAT","ESTHER","esther-natural","3020.00","Platinum / Signature - SI1/H / 0.50 ct"
"ESTHER-PT-S-075-NAT","ESTHER","esther-natural","4670.00","Platinum / Signature - SI1/H / 0.75 ct"
"ESTHER-PT-S-100-NAT","ESTHER","esther-natural","7420.00","Platinum / Signature - SI1/H / 1.00 ct"
"ESTHER-PT-S-150-NAT","ESTHER","esther-natural","16370.00","Platinum / Signature - SI1/H / 1.50 ct"
"ESTHER-14YG-P-030-LG","ESTHER","esther-lab-grown","1270.00","14K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-14YG-P-050-LG","ESTHER","esther-lab-grown","1550.00","14K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-14YG-P-075-LG","ESTHER","esther-lab-grown","2030.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-14YG-P-100-LG","ESTHER","esther-lab-grown","2990.00","14K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-14YG-P-150-LG","ESTHER","esther-lab-grown","4800.00","14K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-14YG-S-030-LG","ESTHER","esther-lab-grown","1220.00","14K Yellow Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-14YG-S-050-LG","ESTHER","esther-lab-grown","1400.00","14K Yellow Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-14YG-S-075-LG","ESTHER","esther-lab-grown","1780.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-14YG-S-100-LG","ESTHER","esther-lab-grown","2540.00","14K Yellow Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-14YG-S-150-LG","ESTHER","esther-lab-grown","3910.00","14K Yellow Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-14WG-P-030-LG","ESTHER","esther-lab-grown","1270.00","14K White Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-14WG-P-050-LG","ESTHER","esther-lab-grown","1550.00","14K White Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-14WG-P-075-LG","ESTHER","esther-lab-grown","2030.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-14WG-P-100-LG","ESTHER","esther-lab-grown","2990.00","14K White Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-14WG-P-150-LG","ESTHER","esther-lab-grown","4800.00","14K White Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-14WG-S-030-LG","ESTHER","esther-lab-grown","1220.00","14K White Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-14WG-S-050-LG","ESTHER","esther-lab-grown","1400.00","14K White Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-14WG-S-075-LG","ESTHER","esther-lab-grown","1780.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-14WG-S-100-LG","ESTHER","esther-lab-grown","2540.00","14K White Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-14WG-S-150-LG","ESTHER","esther-lab-grown","3910.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-14RG-P-030-LG","ESTHER","esther-lab-grown","1270.00","14K Rose Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-14RG-P-050-LG","ESTHER","esther-lab-grown","1550.00","14K Rose Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-14RG-P-075-LG","ESTHER","esther-lab-grown","2030.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-14RG-P-100-LG","ESTHER","esther-lab-grown","2990.00","14K Rose Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-14RG-P-150-LG","ESTHER","esther-lab-grown","4800.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-14RG-S-030-LG","ESTHER","esther-lab-grown","1220.00","14K Rose Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-14RG-S-050-LG","ESTHER","esther-lab-grown","1400.00","14K Rose Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-14RG-S-075-LG","ESTHER","esther-lab-grown","1780.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-14RG-S-100-LG","ESTHER","esther-lab-grown","2540.00","14K Rose Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-14RG-S-150-LG","ESTHER","esther-lab-grown","3910.00","14K Rose Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-18YG-P-030-LG","ESTHER","esther-lab-grown","1400.00","18K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-18YG-P-050-LG","ESTHER","esther-lab-grown","1680.00","18K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-18YG-P-075-LG","ESTHER","esther-lab-grown","2160.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-18YG-P-100-LG","ESTHER","esther-lab-grown","3120.00","18K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-18YG-P-150-LG","ESTHER","esther-lab-grown","4930.00","18K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-18YG-S-030-LG","ESTHER","esther-lab-grown","1350.00","18K Yellow Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-18YG-S-050-LG","ESTHER","esther-lab-grown","1530.00","18K Yellow Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-18YG-S-075-LG","ESTHER","esther-lab-grown","1910.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-18YG-S-100-LG","ESTHER","esther-lab-grown","2670.00","18K Yellow Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-18YG-S-150-LG","ESTHER","esther-lab-grown","4040.00","18K Yellow Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-18WG-P-030-LG","ESTHER","esther-lab-grown","1400.00","18K White Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-18WG-P-050-LG","ESTHER","esther-lab-grown","1680.00","18K White Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-18WG-P-075-LG","ESTHER","esther-lab-grown","2160.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-18WG-P-100-LG","ESTHER","esther-lab-grown","3120.00","18K White Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-18WG-P-150-LG","ESTHER","esther-lab-grown","4930.00","18K White Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-18WG-S-030-LG","ESTHER","esther-lab-grown","1350.00","18K White Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-18WG-S-050-LG","ESTHER","esther-lab-grown","1530.00","18K White Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-18WG-S-075-LG","ESTHER","esther-lab-grown","1910.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-18WG-S-100-LG","ESTHER","esther-lab-grown","2670.00","18K White Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-18WG-S-150-LG","ESTHER","esther-lab-grown","4040.00","18K White Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-18RG-P-030-LG","ESTHER","esther-lab-grown","1400.00","18K Rose Gold / Prestige - VS1/F / 0.30 ct"
"ESTHER-18RG-P-050-LG","ESTHER","esther-lab-grown","1680.00","18K Rose Gold / Prestige - VS1/F / 0.50 ct"
"ESTHER-18RG-P-075-LG","ESTHER","esther-lab-grown","2160.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"ESTHER-18RG-P-100-LG","ESTHER","esther-lab-grown","3120.00","18K Rose Gold / Prestige - VS1/F / 1.00 ct"
"ESTHER-18RG-P-150-LG","ESTHER","esther-lab-grown","4930.00","18K Rose Gold / Prestige - VS1/F / 1.50 ct"
"ESTHER-18RG-S-030-LG","ESTHER","esther-lab-grown","1350.00","18K Rose Gold / Signature - SI1/H / 0.30 ct"
"ESTHER-18RG-S-050-LG","ESTHER","esther-lab-grown","1530.00","18K Rose Gold / Signature - SI1/H / 0.50 ct"
"ESTHER-18RG-S-075-LG","ESTHER","esther-lab-grown","1910.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"ESTHER-18RG-S-100-LG","ESTHER","esther-lab-grown","2670.00","18K Rose Gold / Signature - SI1/H / 1.00 ct"
"ESTHER-18RG-S-150-LG","ESTHER","esther-lab-grown","4040.00","18K Rose Gold / Signature - SI1/H / 1.50 ct"
"ESTHER-PT-P-030-LG","ESTHER","esther-lab-grown","1600.00","Platinum / Prestige - VS1/F / 0.30 ct"
"ESTHER-PT-P-050-LG","ESTHER","esther-lab-grown","1870.00","Platinum / Prestige - VS1/F / 0.50 ct"
"ESTHER-PT-P-075-LG","ESTHER","esther-lab-grown","2350.00","Platinum / Prestige - VS1/F / 0.75 ct"
"ESTHER-PT-P-100-LG","ESTHER","esther-lab-grown","3320.00","Platinum / Prestige - VS1/F / 1.00 ct"
"ESTHER-PT-P-150-LG","ESTHER","esther-lab-grown","5120.00","Platinum / Prestige - VS1/F / 1.50 ct"
"ESTHER-PT-S-030-LG","ESTHER","esther-lab-grown","1550.00","Platinum / Signature - SI1/H / 0.30 ct"
"ESTHER-PT-S-050-LG","ESTHER","esther-lab-grown","1730.00","Platinum / Signature - SI1/H / 0.50 ct"
"ESTHER-PT-S-075-LG","ESTHER","esther-lab-grown","2110.00","Platinum / Signature - SI1/H / 0.75 ct"
"ESTHER-PT-S-100-LG","ESTHER","esther-lab-grown","2860.00","Platinum / Signature - SI1/H / 1.00 ct"
"ESTHER-PT-S-150-LG","ESTHER","esther-lab-grown","4240.00","Platinum / Signature - SI1/H / 1.50 ct"
"HILMA-14YG-P-030-NAT","HILMA","hilma-natural","2610.00","14K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-14YG-P-050-NAT","HILMA","hilma-natural","3610.00","14K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-14YG-P-075-NAT","HILMA","hilma-natural","5860.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-14YG-P-100-NAT","HILMA","hilma-natural","9910.00","14K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-14YG-P-150-NAT","HILMA","hilma-natural","19360.00","14K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-14YG-S-030-NAT","HILMA","hilma-natural","2380.00","14K Yellow Gold / Signature - SI1/H / 0.30 ct"
"HILMA-14YG-S-050-NAT","HILMA","hilma-natural","3210.00","14K Yellow Gold / Signature - SI1/H / 0.50 ct"
"HILMA-14YG-S-075-NAT","HILMA","hilma-natural","4860.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"HILMA-14YG-S-100-NAT","HILMA","hilma-natural","7620.00","14K Yellow Gold / Signature - SI1/H / 1.00 ct"
"HILMA-14YG-S-150-NAT","HILMA","hilma-natural","16560.00","14K Yellow Gold / Signature - SI1/H / 1.50 ct"
"HILMA-14WG-P-030-NAT","HILMA","hilma-natural","2610.00","14K White Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-14WG-P-050-NAT","HILMA","hilma-natural","3610.00","14K White Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-14WG-P-075-NAT","HILMA","hilma-natural","5860.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-14WG-P-100-NAT","HILMA","hilma-natural","9910.00","14K White Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-14WG-P-150-NAT","HILMA","hilma-natural","19360.00","14K White Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-14WG-S-030-NAT","HILMA","hilma-natural","2380.00","14K White Gold / Signature - SI1/H / 0.30 ct"
"HILMA-14WG-S-050-NAT","HILMA","hilma-natural","3210.00","14K White Gold / Signature - SI1/H / 0.50 ct"
"HILMA-14WG-S-075-NAT","HILMA","hilma-natural","4860.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"HILMA-14WG-S-100-NAT","HILMA","hilma-natural","7620.00","14K White Gold / Signature - SI1/H / 1.00 ct"
"HILMA-14WG-S-150-NAT","HILMA","hilma-natural","16560.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"HILMA-14RG-P-030-NAT","HILMA","hilma-natural","2610.00","14K Rose Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-14RG-P-050-NAT","HILMA","hilma-natural","3610.00","14K Rose Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-14RG-P-075-NAT","HILMA","hilma-natural","5860.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-14RG-P-100-NAT","HILMA","hilma-natural","9910.00","14K Rose Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-14RG-P-150-NAT","HILMA","hilma-natural","19360.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-14RG-S-030-NAT","HILMA","hilma-natural","2380.00","14K Rose Gold / Signature - SI1/H / 0.30 ct"
"HILMA-14RG-S-050-NAT","HILMA","hilma-natural","3210.00","14K Rose Gold / Signature - SI1/H / 0.50 ct"
"HILMA-14RG-S-075-NAT","HILMA","hilma-natural","4860.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"HILMA-14RG-S-100-NAT","HILMA","hilma-natural","7620.00","14K Rose Gold / Signature - SI1/H / 1.00 ct"
"HILMA-14RG-S-150-NAT","HILMA","hilma-natural","16560.00","14K Rose Gold / Signature - SI1/H / 1.50 ct"
"HILMA-18YG-P-030-NAT","HILMA","hilma-natural","2780.00","18K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-18YG-P-050-NAT","HILMA","hilma-natural","3780.00","18K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-18YG-P-075-NAT","HILMA","hilma-natural","6030.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-18YG-P-100-NAT","HILMA","hilma-natural","10080.00","18K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-18YG-P-150-NAT","HILMA","hilma-natural","19530.00","18K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-18YG-S-030-NAT","HILMA","hilma-natural","2550.00","18K Yellow Gold / Signature - SI1/H / 0.30 ct"
"HILMA-18YG-S-050-NAT","HILMA","hilma-natural","3380.00","18K Yellow Gold / Signature - SI1/H / 0.50 ct"
"HILMA-18YG-S-075-NAT","HILMA","hilma-natural","5030.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"HILMA-18YG-S-100-NAT","HILMA","hilma-natural","7790.00","18K Yellow Gold / Signature - SI1/H / 1.00 ct"
"HILMA-18YG-S-150-NAT","HILMA","hilma-natural","16730.00","18K Yellow Gold / Signature - SI1/H / 1.50 ct"
"HILMA-18WG-P-030-NAT","HILMA","hilma-natural","2780.00","18K White Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-18WG-P-050-NAT","HILMA","hilma-natural","3780.00","18K White Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-18WG-P-075-NAT","HILMA","hilma-natural","6030.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-18WG-P-100-NAT","HILMA","hilma-natural","10080.00","18K White Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-18WG-P-150-NAT","HILMA","hilma-natural","19530.00","18K White Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-18WG-S-030-NAT","HILMA","hilma-natural","2550.00","18K White Gold / Signature - SI1/H / 0.30 ct"
"HILMA-18WG-S-050-NAT","HILMA","hilma-natural","3380.00","18K White Gold / Signature - SI1/H / 0.50 ct"
"HILMA-18WG-S-075-NAT","HILMA","hilma-natural","5030.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"HILMA-18WG-S-100-NAT","HILMA","hilma-natural","7790.00","18K White Gold / Signature - SI1/H / 1.00 ct"
"HILMA-18WG-S-150-NAT","HILMA","hilma-natural","16730.00","18K White Gold / Signature - SI1/H / 1.50 ct"
"HILMA-18RG-P-030-NAT","HILMA","hilma-natural","2780.00","18K Rose Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-18RG-P-050-NAT","HILMA","hilma-natural","3780.00","18K Rose Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-18RG-P-075-NAT","HILMA","hilma-natural","6030.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-18RG-P-100-NAT","HILMA","hilma-natural","10080.00","18K Rose Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-18RG-P-150-NAT","HILMA","hilma-natural","19530.00","18K Rose Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-18RG-S-030-NAT","HILMA","hilma-natural","2550.00","18K Rose Gold / Signature - SI1/H / 0.30 ct"
"HILMA-18RG-S-050-NAT","HILMA","hilma-natural","3380.00","18K Rose Gold / Signature - SI1/H / 0.50 ct"
"HILMA-18RG-S-075-NAT","HILMA","hilma-natural","5030.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"HILMA-18RG-S-100-NAT","HILMA","hilma-natural","7790.00","18K Rose Gold / Signature - SI1/H / 1.00 ct"
"HILMA-18RG-S-150-NAT","HILMA","hilma-natural","16730.00","18K Rose Gold / Signature - SI1/H / 1.50 ct"
"HILMA-PT-P-030-NAT","HILMA","hilma-natural","3040.00","Platinum / Prestige - VS1/F / 0.30 ct"
"HILMA-PT-P-050-NAT","HILMA","hilma-natural","4040.00","Platinum / Prestige - VS1/F / 0.50 ct"
"HILMA-PT-P-075-NAT","HILMA","hilma-natural","6290.00","Platinum / Prestige - VS1/F / 0.75 ct"
"HILMA-PT-P-100-NAT","HILMA","hilma-natural","10340.00","Platinum / Prestige - VS1/F / 1.00 ct"
"HILMA-PT-P-150-NAT","HILMA","hilma-natural","19790.00","Platinum / Prestige - VS1/F / 1.50 ct"
"HILMA-PT-S-030-NAT","HILMA","hilma-natural","2810.00","Platinum / Signature - SI1/H / 0.30 ct"
"HILMA-PT-S-050-NAT","HILMA","hilma-natural","3640.00","Platinum / Signature - SI1/H / 0.50 ct"
"HILMA-PT-S-075-NAT","HILMA","hilma-natural","5290.00","Platinum / Signature - SI1/H / 0.75 ct"
"HILMA-PT-S-100-NAT","HILMA","hilma-natural","8050.00","Platinum / Signature - SI1/H / 1.00 ct"
"HILMA-PT-S-150-NAT","HILMA","hilma-natural","16990.00","Platinum / Signature - SI1/H / 1.50 ct"
"HILMA-14YG-P-030-LG","HILMA","hilma-lab-grown","1600.00","14K Yellow Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-14YG-P-050-LG","HILMA","hilma-lab-grown","1870.00","14K Yellow Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-14YG-P-075-LG","HILMA","hilma-lab-grown","2350.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-14YG-P-100-LG","HILMA","hilma-lab-grown","3320.00","14K Yellow Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-14YG-P-150-LG","HILMA","hilma-lab-grown","5120.00","14K Yellow Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-14YG-S-030-LG","HILMA","hilma-lab-grown","1550.00","14K Yellow Gold / Signature - SI1/H / 0.30 ct"
"HILMA-14YG-S-050-LG","HILMA","hilma-lab-grown","1730.00","14K Yellow Gold / Signature - SI1/H / 0.50 ct"
"HILMA-14YG-S-075-LG","HILMA","hilma-lab-grown","2110.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"HILMA-14YG-S-100-LG","HILMA","hilma-lab-grown","2860.00","14K Yellow Gold / Signature - SI1/H / 1.00 ct"
"HILMA-14YG-S-150-LG","HILMA","hilma-lab-grown","4240.00","14K Yellow Gold / Signature - SI1/H / 1.50 ct"
"HILMA-14WG-P-030-LG","HILMA","hilma-lab-grown","1600.00","14K White Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-14WG-P-050-LG","HILMA","hilma-lab-grown","1870.00","14K White Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-14WG-P-075-LG","HILMA","hilma-lab-grown","2350.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-14WG-P-100-LG","HILMA","hilma-lab-grown","3320.00","14K White Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-14WG-P-150-LG","HILMA","hilma-lab-grown","5120.00","14K White Gold / Prestige - VS1/F / 1.50 ct"
"HILMA-14WG-S-030-LG","HILMA","hilma-lab-grown","1550.00","14K White Gold / Signature - SI1/H / 0.30 ct"
"HILMA-14WG-S-050-LG","HILMA","hilma-lab-grown","1730.00","14K White Gold / Signature - SI1/H / 0.50 ct"
"HILMA-14WG-S-075-LG","HILMA","hilma-lab-grown","2110.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"HILMA-14WG-S-100-LG","HILMA","hilma-lab-grown","2860.00","14K White Gold / Signature - SI1/H / 1.00 ct"
"HILMA-14WG-S-150-LG","HILMA","hilma-lab-grown","4240.00","14K White Gold / Signature - SI1/H / 1.50 ct"
"HILMA-14RG-P-030-LG","HILMA","hilma-lab-grown","1600.00","14K Rose Gold / Prestige - VS1/F / 0.30 ct"
"HILMA-14RG-P-050-LG","HILMA","hilma-lab-grown","1870.00","14K Rose Gold / Prestige - VS1/F / 0.50 ct"
"HILMA-14RG-P-075-LG","HILMA","hilma-lab-grown","2350.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"HILMA-14RG-P-100-LG","HILMA","hilma-lab-grown","3320.00","14K Rose Gold / Prestige - VS1/F / 1.00 ct"
"HILMA-14RG-P-150-LG","HILMA","hilma-lab-grown","5120.00","14K Rose Gold / Prestige - VS1/F / 1.50 ct"
