sku,order,source_folder,source_file,target_file,unique_to_sku,shape,rank,note
ORGCB24-18K,7,Orloff customized design/GCB24-18K,IMG_0441.jpg,ORGCB24-18K-7.jpg,yes,square,1,
ORGCB24-18K,8,Orloff customized design/GCB24-18K,IMG_0760.jpg,ORGCB24-18K-8.jpg,yes,square,1,
ORGCB24-P,1,Orloff customized design/GCB24-P,06.jpg,ORGCB24-P.jpg,yes,square,1,
ORGCB24-P,2,Orloff customized design/GCB24-P,1.jpg,ORGCB24-P-2.jpg,yes,square,1,
ORGCB24-P,3,Orloff customized design/GCB24-P,2.jpg,ORGCB24-P-3.jpg,yes,square,1,
ORGCB24-P,4,Orloff customized design/GCB24-P,IMG_0760.jpg,ORGCB24-P-4.jpg,yes,square,1,
ORGCB24-P,5,Orloff customized design/GCB24-P,IMG_1934.jpg,ORGCB24-P-5.jpg,yes,square,1,
ORGCB24-P,6,Orloff customized design/GCB24-P,IMG_2268.jpg,ORGCB24-P-6.jpg,yes,square,1,
ORGCB24-P,7,Orloff customized design/GCB24-P,IMG_2542.jpg,ORGCB24-P-7.jpg,yes,square,1,
ORGCB25,1,Orloff customized design/GCB25,GCB25.jpg,ORGCB25.jpg,yes,square,1,
ORGCB25,2,Orloff customized design/GCB25,06.jpg,ORGCB25-2.jpg,yes,square,1,
ORGCB25,3,Orloff customized design/GCB25,1.jpg,ORGCB25-3.jpg,yes,square,1,
ORGCB25,4,Orloff customized design/GCB25,2.jpg,ORGCB25-4.jpg,yes,square,1,
ORGCB25,5,Orloff customized design/GCB25,IMG_0181.jpg,ORGCB25-5.jpg,yes,square,1,
ORGCB25,6,Orloff customized design/GCB25,IMG_0305.jpg,ORGCB25-6.jpg,yes,square,1,
ORGCB25,7,Orloff customized design/GCB25,IMG_0420.jpg,ORGCB25-7.jpg,yes,square,1,
ORGCB25,8,Orloff customized design/GCB25,IMG_0740.jpg,ORGCB25-8.jpg,yes,square,1,
ORGCB26-18K,1,Orloff customized design/GCB26-18K,05.jpg,ORGCB26-18K.jpg,yes,square,1,
ORGCB26-18K,2,Orloff customized design/GCB26-18K,1.jpg,ORGCB26-18K-2.jpg,yes,square,1,
ORGCB26-18K,3,Orloff customized design/GCB26-18K,2.jpg,ORGCB26-18K-3.jpg,yes,square,1,
ORGCB26-18K,4,Orloff customized design/GCB26-18K,GCB26.jpg,ORGCB26-18K-4.jpg,yes,square,1,
ORGCB26-18K,5,Orloff customized design/GCB26-18K,IMG_0191.jpg,ORGCB26-18K-5.jpg,yes,square,1,
ORGCB26-18K,6,Orloff customized design/GCB26-18K,IMG_0276.jpg,ORGCB26-18K-6.jpg,yes,square,1,
ORGCB26-18K,7,Orloff customized design/GCB26-18K,IMG_0454.jpg,ORGCB26-18K-7.jpg,yes,square,1,
ORGCB26-18K,8,Orloff customized design/GCB26-18K,IMG_0620.jpg,ORGCB26-18K-8.jpg,yes,square,1,
ORGCB26-P,1,Orloff customized design/GCB26-P,1.jpg,ORGCB26-P.jpg,yes,square,1,
ORGCB26-P,2,Orloff customized design/GCB26-P,2.jpg,ORGCB26-P-2.jpg,yes,square,1,
ORGCB26-P,3,Orloff customized design/GCB26-P,20.jpg,ORGCB26-P-3.jpg,yes,square,1,
ORGCB26-P,4,Orloff customized design/GCB26-P,IMG_0620.jpg,ORGCB26-P-4.jpg,yes,square,1,
ORGCB26-P,5,Orloff customized design/GCB26-P,IMG_1927.jpg,ORGCB26-P-5.jpg,yes,square,1,
ORGCB26-P,6,Orloff customized design/GCB26-P,IMG_2166.jpg,ORGCB26-P-6.jpg,yes,square,1,
ORGCB26-P,7,Orloff customized design/GCB26-P,IMG_2530.jpg,ORGCB26-P-7.jpg,yes,square,1,
ORGCB27,1,Orloff customized design/GCB27,GCB27.jpg,ORGCB27.jpg,yes,square,1,
ORGCB27,2,Orloff customized design/GCB27,1.jpg,ORGCB27-2.jpg,yes,square,1,
ORGCB27,3,Orloff customized design/GCB27,2.jpg,ORGCB27-3.jpg,yes,square,1,
ORGCB27,4,Orloff customized design/GCB27,3.jpg,ORGCB27-4.jpg,yes,square,1,
ORGCB27,5,Orloff customized design/GCB27,IMG_0142.jpg,ORGCB27-5.jpg,yes,square,1,
ORGCB27,6,Orloff customized design/GCB27,IMG_0333.jpg,ORGCB27-6.jpg,yes,square,1,
ORGCB27,7,Orloff customized design/GCB27,IMG_0524.jpg,ORGCB27-7.jpg,yes,square,1,
ORGCB27,8,Orloff customized design/GCB27,IMG_9302.jpg,ORGCB27-8.jpg,yes,square,1,
ORGCB28-18K,1,Orloff customized design/GCB28-18K,GCB28-18K.jpg,ORGCB28-18K.jpg,yes,square,1,
ORGCB28-18K,2,Orloff customized design/GCB28-18K,02.jpg,ORGCB28-18K-2.jpg,yes,square,1,
ORGCB28-18K,3,Orloff customized design/GCB28-18K,1.jpg,ORGCB28-18K-3.jpg,yes,square,1,
ORGCB28-18K,4,Orloff customized design/GCB28-18K,2.jpg,ORGCB28-18K-4.jpg,yes,square,1,
ORGCB28-18K,5,Orloff customized design/GCB28-18K,IMG_0184.jpg,ORGCB28-18K-5.jpg,yes,square,1,
ORGCB28-18K,6,Orloff customized design/GCB28-18K,IMG_0281.jpg,ORGCB28-18K-6.jpg,yes,square,1,
ORGCB28-18K,7,Orloff customized design/GCB28-18K,IMG_0429.jpg,ORGCB28-18K-7.jpg,yes,square,1,
ORGCB28-18K,8,Orloff customized design/GCB28-18K,IMG_0598.jpg,ORGCB28-18K-8.jpg,yes,square,1,
ORGCB28-P,1,Orloff customized design/GCB28-P,04.jpg,ORGCB28-P.jpg,yes,square,1,
ORGCB28-P,2,Orloff customized design/GCB28-P,1.jpg,ORGCB28-P-2.jpg,yes,square,1,
ORGCB28-P,3,Orloff customized design/GCB28-P,2.jpg,ORGCB28-P-3.jpg,yes,square,1,
ORGCB28-P,4,Orloff customized design/GCB28-P,IMG_0598.jpg,ORGCB28-P-4.jpg,yes,square,1,
ORGCB28-P,5,Orloff customized design/GCB28-P,IMG_1941.jpg,ORGCB28-P-5.jpg,yes,square,1,
ORGCB28-P,6,Orloff customized design/GCB28-P,IMG_2152.jpg,ORGCB28-P-6.jpg,yes,square,1,
ORGCB28-P,7,Orloff customized design/GCB28-P,IMG_2553.jpg,ORGCB28-P-7.jpg,yes,square,1,
ORGCB29-18K,1,Orloff customized design/GCB29-18K,GCB29-18K.jpg,ORGCB29-18K.jpg,yes,square,1,
ORGCB29-18K,2,Orloff customized design/GCB29-18K,03.jpg,ORGCB29-18K-2.jpg,yes,square,1,
ORGCB29-18K,3,Orloff customized design/GCB29-18K,1.jpg,ORGCB29-18K-3.jpg,yes,square,1,
ORGCB29-18K,4,Orloff customized design/GCB29-18K,3.jpg,ORGCB29-18K-4.jpg,yes,square,1,
ORGCB29-18K,5,Orloff customized design/GCB29-18K,IMG_0170.jpg,ORGCB29-18K-5.jpg,yes,square,1,
ORGCB29-18K,6,Orloff customized design/GCB29-18K,IMG_0289.jpg,ORGCB29-18K-6.jpg,yes,square,1,
ORGCB29-18K,7,Orloff customized design/GCB29-18K,IMG_0396.jpg,ORGCB29-18K-7.jpg,yes,square,1,
ORGCB29-18K,8,Orloff customized design/GCB29-18K,IMG_0608.jpg,ORGCB29-18K-8.jpg,yes,square,1,
ORGCB29-P,1,Orloff customized design/GCB29-P,05.jpg,ORGCB29-P.jpg,yes,square,1,
ORGCB29-P,2,Orloff customized design/GCB29-P,1.jpg,ORGCB29-P-2.jpg,yes,square,1,
ORGCB29-P,3,Orloff customized design/GCB29-P,2.jpg,ORGCB29-P-3.jpg,yes,square,1,
ORGCB29-P,4,Orloff customized design/GCB29-P,IMG_0608.jpg,ORGCB29-P-4.jpg,yes,square,1,
ORGCB29-P,5,Orloff customized design/GCB29-P,IMG_1932.jpg,ORGCB29-P-5.jpg,yes,square,1,
ORGCB29-P,6,Orloff customized design/GCB29-P,IMG_2257.jpg,ORGCB29-P-6.jpg,yes,square,1,
ORGCB29-P,7,Orloff customized design/GCB29-P,IMG_2547.jpg,ORGCB29-P-7.jpg,yes,square,1,
ORGCB30-18K,1,Orloff customized design/GCB30-18K,GCB30-18K.jpg,ORGCB30-18K.jpg,yes,square,1,
ORGCB30-18K,2,Orloff customized design/GCB30-18K,04.jpg,ORGCB30-18K-2.jpg,yes,square,1,
ORGCB30-18K,3,Orloff customized design/GCB30-18K,1.jpg,ORGCB30-18K-3.jpg,yes,square,1,
ORGCB30-18K,4,Orloff customized design/GCB30-18K,2.jpg,ORGCB30-18K-4.jpg,yes,square,1,
ORGCB30-18K,5,Orloff customized design/GCB30-18K,IMG_0517.jpg,ORGCB30-18K-5.jpg,yes,square,1,
ORGCB30-18K,6,Orloff customized design/GCB30-18K,IMG_0615.jpg,ORGCB30-18K-6.jpg,yes,square,1,
ORGCB30-18K,7,Orloff customized design/GCB30-18K,IMG_0746.jpg,ORGCB30-18K-7.jpg,yes,square,1,
ORGCB30-18K,8,Orloff customized design/GCB30-18K,IMG_0752.jpg,ORGCB30-18K-8.jpg,yes,square,1,
ORGCB30-P,1,GCB30-P,04.jpg,ORGCB30-P.jpg,yes,square,1,
ORGCB30-P,2,GCB30-P,1.jpg,ORGCB30-P-2.jpg,yes,square,1,
ORGCB30-P,3,Orloff customized design/GCB30-P,1.jpg,ORGCB30-P-3.jpg,yes,square,1,
ORGCB30-P,4,GCB30-P,2.jpg,ORGCB30-P-4.jpg,yes,square,1,
ORGCB30-P,5,Orloff customized design/GCB30-P,2.jpg,ORGCB30-P-5.jpg,yes,square,1,
ORGCB30-P,6,GCB30-P,3.jpg,ORGCB30-P-6.jpg,yes,square,1,
ORGCB30-P,7,GCB30-P,IMG_0615.jpg,ORGCB30-P-7.jpg,yes,square,1,
ORGCB30-P,8,GCB30-P,IMG_2113.jpg,ORGCB30-P-8.jpg,yes,square,1,
ORGCB30-P,9,GCB30-P,IMG_2346.jpg,ORGCB30-P-9.jpg,yes,square,1,
ORGCB30-P,10,GCB30-P,IMG_3412.jpg,ORGCB30-P-10.jpg,yes,square,1,
ORGCB50P,1,Orloff customized design/GCB50,071.jpg,ORGCB50P.jpg,yes,square,1,
ORGCB50P,2,Orloff customized design/GCB50,1.jpg,ORGCB50P-2.jpg,yes,square,1,
ORGCB50P,3,Orloff customized design/GCB50,2.jpg,ORGCB50P-3.jpg,yes,square,1,
ORGCB50P,4,Orloff customized design/GCB50,GCB50.jpg,ORGCB50P-4.jpg,yes,square,1,
ORGCB50P,5,Orloff customized design/GCB50,IMG_05316.jpg,ORGCB50P-5.jpg,yes,square,1,
ORGCB50P,6,Orloff customized design/GCB50,IMG_0716.jpg,ORGCB50P-6.jpg,yes,square,1,
ORGCB50P,7,Orloff customized design/GCB50,IMG_0749.jpg,ORGCB50P-7.jpg,yes,square,1,
ORGCB50P,8,Orloff customized design/GCB50,IMG_0755.jpg,ORGCB50P-8.jpg,yes,square,1,
ORGCB51-P,1,GCB51-P,11.jpg,ORGCB51-P.jpg,yes,square,1,
ORGCB51-P,2,GCB51-P,IMG_1749.jpg,ORGCB51-P-2.jpg,yes,square,1,
ORGCB51-P,3,GCB51-P,IMG_1917.jpg,ORGCB51-P-3.jpg,yes,square,1,
ORGCB51-P,4,GCB51-P,IMG_2221.jpg,ORGCB51-P-4.jpg,yes,square,1,
ORGCB51-P,5,GCB51-P,IMG_2370.jpg,ORGCB51-P-5.jpg,yes,square,1,
ORGCB51-P,6,GCB51-P,IMG_2899.jpg,ORGCB51-P-6.jpg,no,square,3,"also used by 5 different SKUs, do not upload as this SKU"
ORGCB51-WY,1,GCB51-WY,13.jpg,ORGCB51-WY.jpg,yes,square,1,
ORGCB51-WY,2,GCB51-WY,IMG_1755.jpg,ORGCB51-WY-2.jpg,yes,square,1,
ORGCB51-WY,3,GCB51-WY,IMG_1915.jpg,ORGCB51-WY-3.jpg,yes,square,1,
ORGCB51-WY,4,GCB51-WY,IMG_2245.jpg,ORGCB51-WY-4.jpg,yes,square,1,
ORGCB51-WY,5,GCB51-WY,IMG_2503.jpg,ORGCB51-WY-5.jpg,yes,square,1,
ORGCB51-WY,6,GCB51-WY,IMG_2899.jpg,ORGCB51-WY-6.jpg,no,square,3,"also used by 5 different SKUs, do not upload as this SKU"
ORGCB51-YL,1,GCB51-YL,02.jpg,ORGCB51-YL.jpg,yes,square,1,
ORGCB51-YL,2,GCB51-YL,IMG_1743.jpg,ORGCB51-YL-2.jpg,yes,square,1,
ORGCB51-YL,3,GCB51-YL,IMG_1919.jpg,ORGCB51-YL-3.jpg,yes,square,1,
ORGCB51-YL,4,GCB51-YL,IMG_2113.jpg,ORGCB51-YL-4.jpg,yes,square,1,
ORGCB51-YL,5,GCB51-YL,IMG_2367.jpg,ORGCB51-YL-5.jpg,yes,square,1,
ORGCB51-YL,6,GCB51-YL,IMG_2899.jpg,ORGCB51-YL-6.jpg,no,square,3,"also used by 5 different SKUs, do not upload as this SKU"
ORGCB51-YP,1,GCB51-YP,12.jpg,ORGCB51-YP.jpg,yes,square,1,
ORGCB51-YP,2,GCB51-YP,IMG_1754.jpg,ORGCB51-YP-2.jpg,yes,square,1,
ORGCB51-YP,3,GCB51-YP,IMG_1921.jpg,ORGCB51-YP-3.jpg,yes,square,1,
ORGCB51-YP,4,GCB51-YP,IMG_2118.jpg,ORGCB51-YP-4.jpg,yes,square,1,
ORGCB51-YP,5,GCB51-YP,IMG_2359.jpg,ORGCB51-YP-5.jpg,yes,square,1,
ORGCB51-YP,6,GCB51-YP,IMG_2899.jpg,ORGCB51-YP-6.jpg,no,square,3,"also used by 5 different SKUs, do not upload as this SKU"
ORGCB51-YR,1,GCB51-YR,10.jpg,ORGCB51-YR.jpg,yes,square,1,
ORGCB51-YR,2,GCB51-YR,IMG_1746.jpg,ORGCB51-YR-2.jpg,yes,square,1,
ORGCB51-YR,3,GCB51-YR,IMG_1913.jpg,ORGCB51-YR-3.jpg,yes,square,1,
ORGCB51-YR,4,GCB51-YR,IMG_2103.jpg,ORGCB51-YR-4.jpg,yes,square,1,
ORGCB51-YR,5,GCB51-YR,IMG_2355.jpg,ORGCB51-YR-5.jpg,yes,square,1,
ORGCB51-YR,6,GCB51-YR,IMG_2899.jpg,ORGCB51-YR-6.jpg,no,square,3,"also used by 5 different SKUs, do not upload as this SKU"
ORGCB52-L,1,GCB52-L,001.jpg,ORGCB52-L.jpg,yes,square,1,
ORGCB52-L,2,GCB52-L,1.jpg,ORGCB52-L-2.jpg,yes,square,1,
ORGCB52-L,3,GCB52-L,16.jpg,ORGCB52-L-3.jpg,yes,square,1,
ORGCB52-L,4,GCB52-L,2.jpg,ORGCB52-L-4.jpg,yes,square,1,
ORGCB52-L,5,GCB52-L,3.jpg,ORGCB52-L-5.jpg,yes,square,1,
ORGCB52-L,6,GCB52-L,4.jpg,ORGCB52-L-6.jpg,yes,square,1,
ORGCB52-L,7,GCB52-L,5.jpg,ORGCB52-L-7.jpg,yes,square,1,
ORGCB52-L,8,GCB52-L,IMG_1772.jpg,ORGCB52-L-8.jpg,yes,square,1,
ORGCB52-L,9,GCB52-L,IMG_1900.jpg,ORGCB52-L-9.jpg,yes,square,1,
ORGCB52-L,10,GCB52-L,IMG_2049.jpg,ORGCB52-L-10.jpg,yes,square,1,
ORGCB52-L,11,GCB52-L,IMG_2050.jpg,ORGCB52-L-11.jpg,yes,square,1,
ORGCB52-L,12,GCB52-L,IMG_2287.jpg,ORGCB52-L-12.jpg,yes,square,1,
ORGCB53-L,1,GCB53-L,002.jpg,ORGCB53-L.jpg,yes,square,1,
ORGCB53-L,2,GCB53-L,1.jpg,ORGCB53-L-2.jpg,yes,square,1,
ORGCB53-L,3,GCB53-L,18.jpg,ORGCB53-L-3.jpg,yes,square,1,
ORGCB53-L,4,GCB53-L,2.jpg,ORGCB53-L-4.jpg,yes,square,1,
ORGCB53-L,5,GCB53-L,3.jpg,ORGCB53-L-5.jpg,yes,square,1,
ORGCB53-L,6,GCB53-L,4.jpg,ORGCB53-L-6.jpg,yes,square,1,
ORGCB53-L,7,GCB53-L,IMG_1780.jpg,ORGCB53-L-7.jpg,yes,square,1,
ORGCB53-L,8,GCB53-L,IMG_1911.jpg,ORGCB53-L-8.jpg,yes,square,1,
ORGCB53-L,9,GCB53-L,IMG_2058.jpg,ORGCB53-L-9.jpg,yes,square,1,
ORGCB53-L,10,GCB53-L,IMG_2059.jpg,ORGCB53-L-10.jpg,yes,square,1,
ORGCB53-L,11,GCB53-L,IMG_2343.jpg,ORGCB53-L-11.jpg,yes,square,1,
ORGCB54-L,1,GCB54-L,003.jpg,ORGCB54-L.jpg,yes,square,1,
ORGCB54-L,2,GCB54-L,1.jpg,ORGCB54-L-2.jpg,yes,square,1,
ORGCB54-L,3,GCB54-L,17.jpg,ORGCB54-L-3.jpg,yes,square,1,
ORGCB54-L,4,GCB54-L,2.jpg,ORGCB54-L-4.jpg,yes,square,1,
ORGCB54-L,5,GCB54-L,3.jpg,ORGCB54-L-5.jpg,yes,square,1,
ORGCB54-L,6,GCB54-L,4.jpg,ORGCB54-L-6.jpg,yes,square,1,
ORGCB54-L,7,GCB54-L,IMG_1776.jpg,ORGCB54-L-7.jpg,yes,square,1,
ORGCB54-L,8,GCB54-L,IMG_1898.jpg,ORGCB54-L-8.jpg,yes,square,1,
ORGCB54-L,9,GCB54-L,IMG_2042.jpg,ORGCB54-L-9.jpg,yes,square,1,
ORGCB54-L,10,GCB54-L,IMG_2043.jpg,ORGCB54-L-10.jpg,yes,square,1,
ORGCB54-L,11,GCB54-L,IMG_2497.jpg,ORGCB54-L-11.jpg,yes,square,1,
ORGCB55-L,1,GCB55-L,004.jpg,ORGCB55-L.jpg,yes,square,1,
ORGCB55-L,2,GCB55-L,1.jpg,ORGCB55-L-2.jpg,yes,square,1,
ORGCB55-L,3,GCB55-L,14.jpg,ORGCB55-L-3.jpg,yes,square,1,
ORGCB55-L,4,GCB55-L,2.jpg,ORGCB55-L-4.jpg,yes,square,1,
ORGCB55-L,5,GCB55-L,3.jpg,ORGCB55-L-5.jpg,yes,square,1,
ORGCB55-L,6,GCB55-L,4.jpg,ORGCB55-L-6.jpg,yes,square,1,
ORGCB55-L,7,GCB55-L,IMG_1760.jpg,ORGCB55-L-7.jpg,yes,square,1,
ORGCB55-L,8,GCB55-L,IMG_1906.jpg,ORGCB55-L-8.jpg,yes,square,1,
ORGCB55-L,9,GCB55-L,IMG_2037.jpg,ORGCB55-L-9.jpg,yes,square,1,
ORGCB55-L,10,GCB55-L,IMG_2038.jpg,ORGCB55-L-10.jpg,yes,square,1,
ORGCB55-L,11,GCB55-L,IMG_2284.jpg,ORGCB55-L-11.jpg,yes,square,1,
ORGCB56-B,1,GCB56-B,1.jpg,ORGCB56-B.jpg,yes,square,1,
ORGCB56-B,2,GCB56-B,15.jpg,ORGCB56-B-2.jpg,yes,square,1,
ORGCB56-B,3,GCB56-B,2.jpg,ORGCB56-B-3.jpg,yes,square,1,
ORGCB56-B,4,GCB56-B,3.jpg,ORGCB56-B-4.jpg,yes,square,1,
ORGCB56-B,5,GCB56-B,IMG_1767.jpg,ORGCB56-B-5.jpg,yes,square,1,
ORGCB56-B,6,GCB56-B,IMG_1904.jpg,ORGCB56-B-6.jpg,yes,square,1,
ORGCB56-B,7,GCB56-B,IMG_2069.jpg,ORGCB56-B-7.jpg,yes,square,1,
ORGCB56-B,8,GCB56-B,IMG_2070.jpg,ORGCB56-B-8.jpg,yes,square,1,
ORGCB56-B,9,GCB56-B,IMG_2346.jpg,ORGCB56-B-9.jpg,yes,square,1,
ORGCB57-Z,1,GCB57-Z,1.jpg,ORGCB57-Z.jpg,yes,square,1,
ORGCB57-Z,2,GCB57-Z,19.jpg,ORGCB57-Z-2.jpg,yes,square,1,
ORGCB57-Z,3,GCB57-Z,2.jpg,ORGCB57-Z-3.jpg,yes,square,1,
ORGCB57-Z,4,GCB57-Z,3.jpg,ORGCB57-Z-4.jpg,yes,square,1,
ORGCB57-Z,5,GCB57-Z,IMG_1741.jpg,ORGCB57-Z-5.jpg,yes,square,1,
ORGCB57-Z,6,GCB57-Z,IMG_1894.jpg,ORGCB57-Z-6.jpg,yes,square,1,
ORGCB57-Z,7,GCB57-Z,IMG_2091.jpg,ORGCB57-Z-7.jpg,yes,square,1,
ORGCB57-Z,8,GCB57-Z,IMG_2509.jpg,ORGCB57-Z-8.jpg,yes,square,1,
ORGCB58-LVR,1,GCB58-LVR,01.jpg,ORGCB58-LVR.jpg,yes,square,1,
ORGCB58-LVR,2,GCB58-LVR,1.jpg,ORGCB58-LVR-2.jpg,yes,square,1,
ORGCB58-LVR,3,GCB58-LVR,2.jpg,ORGCB58-LVR-3.jpg,yes,square,1,
ORGCB58-LVR,4,GCB58-LVR,3.jpg,ORGCB58-LVR-4.jpg,yes,square,1,
ORGCB58-LVR,5,GCB58-LVR,IMG_1735.jpg,ORGCB58-LVR-5.jpg,yes,square,1,
ORGCB58-LVR,6,GCB58-LVR,IMG_1892.jpg,ORGCB58-LVR-6.jpg,yes,square,1,
ORGCB58-LVR,7,GCB58-LVR,IMG_2076.jpg,ORGCB58-LVR-7.jpg,yes,square,1,
ORGCB58-LVR,8,GCB58-LVR,IMG_2350.jpg,ORGCB58-LVR-8.jpg,yes,square,1,
ORGCBB1-17-B,1,ORGCBB1-B,2.jpg,ORGCBB1-17-B.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-B,2,ORGCBB1-B,22.jpg,ORGCBB1-17-B-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-B,3,ORGCBB1-B,222.jpg,ORGCBB1-17-B-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-B,4,ORGCBB1-B,7.jpg,ORGCBB1-17-B-4.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-B,5,ORGCBB1-B,IMG_6379.jpg,ORGCBB1-17-B-5.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-B,6,ORGCBB1-B,IMG_6787.jpg,ORGCBB1-17-B-6.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-B,7,ORGCBB1-B,IMG_9234.jpg,ORGCBB1-17-B-7.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-G,1,ORGCBB1-G,1.jpg,ORGCBB1-17-G.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-G,2,ORGCBB1-G,6.jpg,ORGCBB1-17-G-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-G,3,ORGCBB1-G,IMG_6371.jpg,ORGCBB1-17-G-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-G,4,ORGCBB1-G,IMG_63842.jpg,ORGCBB1-17-G-4.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-G,5,ORGCBB1-G,IMG_6790.jpg,ORGCBB1-17-G-5.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-K,1,ORGCBB1-K,4.jpg,ORGCBB1-17-K.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-K,2,ORGCBB1-K,9.jpg,ORGCBB1-17-K-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-K,3,ORGCBB1-K,IMG_6382.jpg,ORGCBB1-17-K-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-K,4,ORGCBB1-K,IMG_63841.jpg,ORGCBB1-17-K-4.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-R,1,ORGCBB1-R,10.jpg,ORGCBB1-17-R.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-R,2,ORGCBB1-R,5.jpg,ORGCBB1-17-R-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-R,3,ORGCBB1-R,IMG_6384.jpg,ORGCBB1-17-R-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-W,1,ORGCBB1-W,3.jpg,ORGCBB1-17-W.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-W,2,ORGCBB1-W,8.jpg,ORGCBB1-17-W-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-17-W,3,ORGCBB1-W,IMG_6380.jpg,ORGCBB1-17-W-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-B,1,ORGCBB1-B,2.jpg,ORGCBB1-19-B.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-B,2,ORGCBB1-B,22.jpg,ORGCBB1-19-B-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-B,3,ORGCBB1-B,222.jpg,ORGCBB1-19-B-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-B,4,ORGCBB1-B,7.jpg,ORGCBB1-19-B-4.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-B,5,ORGCBB1-B,IMG_6379.jpg,ORGCBB1-19-B-5.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-B,6,ORGCBB1-B,IMG_6787.jpg,ORGCBB1-19-B-6.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-B,7,ORGCBB1-B,IMG_9234.jpg,ORGCBB1-19-B-7.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-G,1,ORGCBB1-G,1.jpg,ORGCBB1-19-G.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-G,2,ORGCBB1-G,6.jpg,ORGCBB1-19-G-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-G,3,ORGCBB1-G,IMG_6371.jpg,ORGCBB1-19-G-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-G,4,ORGCBB1-G,IMG_63842.jpg,ORGCBB1-19-G-4.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-G,5,ORGCBB1-G,IMG_6790.jpg,ORGCBB1-19-G-5.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-K,1,ORGCBB1-K,4.jpg,ORGCBB1-19-K.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-K,2,ORGCBB1-K,9.jpg,ORGCBB1-19-K-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-K,3,ORGCBB1-K,IMG_6382.jpg,ORGCBB1-19-K-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-K,4,ORGCBB1-K,IMG_63841.jpg,ORGCBB1-19-K-4.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-R,1,ORGCBB1-R,10.jpg,ORGCBB1-19-R.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-R,2,ORGCBB1-R,5.jpg,ORGCBB1-19-R-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-R,3,ORGCBB1-R,IMG_6384.jpg,ORGCBB1-19-R-3.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-W,1,ORGCBB1-W,3.jpg,ORGCBB1-19-W.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
ORGCBB1-19-W,2,ORGCBB1-W,8.jpg,ORGCBB1-19-W-2.jpg,yes,square,1,"shared across the sizes of one bracelet, expected"
